N_trial;name;N_shapes;target_presence;is_training;is_flashing;is_focus_frame;is_symbols;is_conj;is_structure;is_clue;target_shape;target_colour;target_angle;target_rules;distr_rules;D1_shape;D1_colour;D1_angle;target_location;target_coordinates
15;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_15.png;25;True;False;True;False;True;True;True;False;ࡖ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡖ;(0, 0, 0);0;24;(1222, 803)
16;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_16.png;25;True;False;True;False;True;True;True;False;ᱣ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱣ;(0, 0, 0);0;18;(1099, 674)
17;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_17.png;25;True;False;True;False;True;True;True;False;ᱷ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱷ;(0, 0, 0);0;11;(823, 554)
18;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_18.png;25;True;False;True;False;True;True;True;False;ᱨ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱨ;(0, 0, 0);0;17;(945, 682)
19;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_19.png;25;True;False;True;False;True;True;True;False;ᱷ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱷ;(0, 0, 0);0;19;(1230, 675)
20;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_20.png;25;True;False;True;False;True;True;True;False;ࡕ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡕ;(0, 0, 0);0;22;(972, 817)
21;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_21.png;25;True;False;True;False;True;True;True;False;ࡕ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡕ;(0, 0, 0);0;7;(958, 402)
22;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_22.png;25;True;False;True;False;True;True;True;False;ࡒ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡒ;(0, 0, 0);0;4;(1224, 253)
23;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_23.png;25;True;False;True;False;True;True;True;False;ᱤ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱤ;(0, 0, 0);0;18;(1106, 670)
24;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_24.png;25;True;False;True;False;True;True;True;False;ࡑ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡑ;(0, 0, 0);0;10;(685, 531)
25;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_25.png;25;True;False;True;False;True;True;True;False;ᱨ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱨ;(0, 0, 0);0;22;(958, 816)
26;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_26.png;25;True;False;True;False;True;True;True;False;ࡊ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡊ;(0, 0, 0);0;4;(1237, 279)
27;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_27.png;25;True;False;True;False;True;True;True;False;ࡌ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡌ;(0, 0, 0);0;3;(1096, 270)
28;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_28.png;25;True;False;True;False;True;True;True;False;ࡊ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡊ;(0, 0, 0);0;19;(1219, 674)
29;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_29.png;25;True;False;True;False;True;True;True;False;ࡏ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡏ;(0, 0, 0);0;20;(684, 796)
30;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_30.png;25;True;False;True;False;True;True;True;False;ࡕ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡕ;(0, 0, 0);0;5;(690, 406)
31;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_31.png;25;True;False;True;False;True;True;True;False;ᱣ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱣ;(0, 0, 0);0;20;(674, 809)
32;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_32.png;25;True;False;True;False;True;True;True;False;ᱱ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱱ;(0, 0, 0);0;10;(695, 537)
33;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_33.png;25;True;False;True;False;True;True;True;False;ᱶ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱶ;(0, 0, 0);0;16;(813, 674)
34;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_34.png;25;True;False;True;False;True;True;True;False;ᱤ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱤ;(0, 0, 0);0;8;(1096, 401)
35;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_35.png;25;True;False;True;False;True;True;True;False;ᱟ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱟ;(0, 0, 0);0;16;(838, 685)
36;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_36.png;25;True;False;True;False;True;True;True;False;ࡕ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡕ;(0, 0, 0);0;20;(674, 819)
37;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_37.png;25;True;False;True;False;True;True;True;False;ࡐ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡐ;(0, 0, 0);0;16;(836, 662)
38;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_38.png;25;True;False;True;False;True;True;True;False;ࡊ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡊ;(0, 0, 0);0;24;(1238, 815)
39;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_39.png;25;False;False;True;False;True;True;True;False;ࡊ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡊ;(0, 0, 0);0;False;(676, 267)
40;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_40.png;25;False;False;True;False;True;True;True;False;ࡑ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡑ;(0, 0, 0);0;False;(1231, 557)
41;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_41.png;25;True;False;True;False;True;True;True;False;ᱨ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱨ;(0, 0, 0);0;11;(834, 532)
42;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_42.png;25;True;False;True;False;True;True;True;False;ࡁ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡁ;(0, 0, 0);0;21;(828, 806)
43;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_43.png;25;False;False;True;False;True;True;True;False;ᱱ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱱ;(0, 0, 0);0;False;(1237, 542)
44;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_44.png;25;False;False;True;False;True;True;True;False;ᱣ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱣ;(0, 0, 0);0;False;(680, 795)
45;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_45.png;25;True;False;True;False;True;True;True;False;ࡁ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡁ;(0, 0, 0);0;16;(829, 666)
46;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_46.png;25;True;False;True;False;True;True;True;False;ᱨ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱨ;(0, 0, 0);0;11;(830, 535)
47;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_47.png;25;False;False;True;False;True;True;True;False;ᱟ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱟ;(0, 0, 0);0;False;(1094, 410)
48;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_48.png;25;True;False;True;False;True;True;True;False;ࡐ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ࡐ;(0, 0, 0);0;21;(825, 801)
49;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_49.png;25;True;False;True;False;True;True;True;False;ᱶ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱶ;(0, 0, 0);0;3;(1079, 274)
50;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_3\images\image_50.png;25;False;False;True;False;True;True;True;False;ᱨ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': True, 'mirror': False, 'mirror_H': False}};ᱨ;(0, 0, 0);0;False;(960, 407)
