N_trial;name;N_shapes;target_presence;is_training;is_flashing;is_focus_frame;is_symbols;is_conj;is_structure;is_clue;target_shape;target_colour;target_angle;target_rules;distr_rules;D1_shape;D1_colour;D1_angle;target_location;target_coordinates
26;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_26.png;25;True;False;False;False;True;True;True;False;ᱤ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ᱤ;(0, 0, 0);0;7;(962, 398)
27;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_27.png;25;True;False;False;False;True;True;True;False;ࡖ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ࡖ;(0, 0, 0);0;10;(687, 548)
28;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_28.png;25;True;False;False;False;True;True;True;False;ࡑ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ࡑ;(0, 0, 0);0;11;(836, 545)
29;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_29.png;25;False;False;False;False;True;True;True;False;ᱟ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ᱟ;(0, 0, 0);0;False;(1097, 555)
30;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_30.png;25;False;False;False;False;True;True;True;False;ࡁ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ࡁ;(0, 0, 0);0;False;(684, 535)
31;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_31.png;25;True;False;False;False;True;True;True;False;ࡏ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ࡏ;(0, 0, 0);0;16;(825, 674)
32;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_32.png;25;True;False;False;False;True;True;True;False;ᱤ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ᱤ;(0, 0, 0);0;18;(1107, 688)
33;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_33.png;25;True;False;False;False;True;True;True;False;ࡌ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ࡌ;(0, 0, 0);0;15;(682, 665)
34;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_34.png;25;True;False;False;False;True;True;True;False;ࡊ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ࡊ;(0, 0, 0);0;24;(1230, 810)
35;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_35.png;25;True;False;False;False;True;True;True;False;ᱱ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ᱱ;(0, 0, 0);0;12;(955, 536)
36;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_36.png;25;True;False;False;False;True;True;True;False;ᱷ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ᱷ;(0, 0, 0);0;9;(1231, 404)
37;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_37.png;25;True;False;False;False;True;True;True;False;ᱤ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ᱤ;(0, 0, 0);0;16;(840, 669)
38;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_38.png;25;False;False;False;False;True;True;True;False;ࡑ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ࡑ;(0, 0, 0);0;False;(688, 265)
39;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_39.png;25;True;False;False;False;True;True;True;False;ࡏ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ࡏ;(0, 0, 0);0;9;(1232, 420)
40;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_40.png;25;True;False;False;False;True;True;True;False;ᱩ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ᱩ;(0, 0, 0);0;24;(1244, 796)
41;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_41.png;25;True;False;False;False;True;True;True;False;ᱣ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ᱣ;(0, 0, 0);0;9;(1232, 401)
42;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_42.png;25;True;False;False;False;True;True;True;False;ࡐ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ࡐ;(0, 0, 0);0;18;(1110, 672)
43;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_43.png;25;True;False;False;False;True;True;True;False;ࡐ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ࡐ;(0, 0, 0);0;15;(704, 671)
44;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_44.png;25;True;False;False;False;True;True;True;False;ᱤ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ᱤ;(0, 0, 0);0;4;(1219, 273)
45;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_45.png;25;True;False;False;False;True;True;True;False;ࡏ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ࡏ;(0, 0, 0);0;19;(1219, 679)
46;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_46.png;25;True;False;False;False;True;True;True;False;ᱚ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ᱚ;(0, 0, 0);0;14;(1227, 543)
47;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_47.png;25;True;False;False;False;True;True;True;False;ࡊ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ࡊ;(0, 0, 0);0;22;(951, 807)
48;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_48.png;25;True;False;False;False;True;True;True;False;ᱟ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ᱟ;(0, 0, 0);0;10;(694, 543)
49;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_49.png;25;True;False;False;False;True;True;True;False;ࡐ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ࡐ;(0, 0, 0);0;3;(1105, 254)
50;c:\Users\Alina\Downloads\Mental_Rotation_and_Lab\pop_out_effect_code\experiment_results\exp_1\images\image_50.png;25;False;False;False;False;True;True;True;False;ᱨ;(0, 0, 0);0;{'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': True};{'0': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': False, 'mirror_H': False}, '1': {'colour': False, 'shape': False, 'size': False, 'rotation': False, 'mirror': True, 'mirror_H': False}};ᱨ;(0, 0, 0);0;False;(1100, 821)
